rating,title,text,timestamp,helpful_vote,verified_purchase,cleaned_title,cleaned_text,combined_text,sentiment,year,Topic
5.0,Chunky but nice,"I like how durable it is I’ve drop it several times, it scratch pretty easy an I wish it could be a little slimmer",2020-03-03 13:04:33,0,True,chunky nice,like durable ive drop several time scratch pretty easy wish could little slimmer,chunky nice like durable ive drop several time scratch pretty easy wish could little slimmer,positive,2020,Screen Protector
1.0,Broken in several spots,"This case is beautiful but it only lasted several months. I purchased two and it does not matter how careful you are with your phone, this case will break. Just a waste of money.",2017-01-05 20:09:31,0,True,broken several spot,case beautiful lasted several month purchased two matter careful phone case break waste money,broken several spot case beautiful lasted several month purchased two matter careful phone case break waste money,positive,2017,Phone Case
5.0,Five Stars,Happy w purchase.thanks,2016-05-19 23:03:21,0,True,five star,happy w purchasethanks,five star happy w purchasethanks,positive,2016,Screen Protector
1.0,Poor Quality,I have used these phone cases on my phones for the past years and never had problems.  I received this case April 2 and it is already has pieces coming off it.,2019-04-14 19:25:17,1,True,poor quality,used phone case phone past year never problem received case april 2 already piece coming,poor quality used phone case phone past year never problem received case april 2 already piece coming,negative,2019,Phone Case
5.0,Great Pouch,"I use this so I can listen to my music while I'm soaking in the tub.  It's perfect for protecting my expensive phone, yet allows me access to the buttons to manipulate the phone if I need to while not worrying about getting the phone wet.",2015-02-03 03:38:34,0,True,great pouch,use listen music im soaking tub perfect protecting expensive phone yet allows access button manipulate phone need worrying getting phone wet,great pouch use listen music im soaking tub perfect protecting expensive phone yet allows access button manipulate phone need worrying getting phone wet,positive,2015,Phone Holder
5.0,Great compact and mobile light!,"I really like this light, it's easy to use and small enough to keep by my computer.",2022-09-16 14:23:16,0,True,great compact mobile light,really like light easy use small enough keep computer,great compact mobile light really like light easy use small enough keep computer,positive,2022,Screen Protector
5.0,MUST BUY!,Fits my charge 2 perfect.  Lots of compliments.,2018-06-28 05:22:40,0,True,must buy,fit charge 2 perfect lot compliment,must buy fit charge 2 perfect lot compliment,positive,2018,Phone Charger
5.0,So pretty,"Absolutely beautiful. I got the burgundy colored Ultra and this case makes it look rose gold, my favorite color so I'm super stoked.",2022-03-27 15:56:19,0,True,pretty,absolutely beautiful got burgundy colored ultra case make look rose gold favorite color im super stoked,pretty absolutely beautiful got burgundy colored ultra case make look rose gold favorite color im super stoked,positive,2022,Screen Protector
5.0,"Hold phones nice and secure, no bluetooth needed or pocket-falling!","I've tried using my bluetooth earpiece with my phone clipped to my belt, in my pocket, purse, etc. Now I don't have to worry about my phone falling, getting settings bumped, etc. Love it, and I recommend this!",2021-12-05 20:19:16,0,True,hold phone nice secure bluetooth needed pocketfalling,ive tried using bluetooth earpiece phone clipped belt pocket purse etc dont worry phone falling getting setting bumped etc love recommend,hold phone nice secure bluetooth needed pocketfalling ive tried using bluetooth earpiece phone clipped belt pocket purse etc dont worry phone falling getting setting bumped etc love recommend,positive,2021,Phone Holder
4.0,Lots of items,"Lots of handy items, but I did not care much for the covers. But, for the price, it's hard to beat.",2011-05-26 15:03:57,1,True,lot item,lot handy item care much cover price hard beat,lot item lot handy item care much cover price hard beat,positive,2011,Screen Protector
1.0,"Cheaply made,  Don't stop slips. If a kid looking to create science board,  maybe fine","These don't stay on the phone, cases, remotes or grip so your device still slips. Plus they peel off mahjong it look awful within days. But it's sticky enough to pick up lint. Go figure. I Can't recommend.  Thin, cheap. Waste of money.",2021-08-21 03:00:18,2,True,cheaply made dont stop slip kid looking create science board maybe fine,dont stay phone case remote grip device still slip plus peel mahjong look awful within day sticky enough pick lint go figure cant recommend thin cheap waste money,cheaply made dont stop slip kid looking create science board maybe fine dont stay phone case remote grip device still slip plus peel mahjong look awful within day sticky enough pick lint go figure cant recommend thin cheap waste money,negative,2021,Phone Case
5.0,Greatest,Love,2020-07-30 04:27:33,0,True,greatest,love,greatest love,positive,2020,Screen Protector
5.0,Good product,Good product,2021-01-31 20:18:18,0,True,good product,good product,good product good product,positive,2021,Electric Stove
5.0,Great value,"A nice clean, No frills, heavy-duty case. I have dropped my phone many times since purchasing this case and my phone is still cracked free.",2019-07-14 20:14:41,6,True,great value,nice clean frill heavyduty case dropped phone many time since purchasing case phone still cracked free,great value nice clean frill heavyduty case dropped phone many time since purchasing case phone still cracked free,positive,2019,Phone Case
5.0,Well made.  Nice and protects my phone.,Nice. Protects my phone. Cards stay in place.  They do not fall out.,2018-12-13 04:14:02,0,True,well made nice protects phone,nice protects phone card stay place fall,well made nice protects phone nice protects phone card stay place fall,positive,2018,Phone Holder
5.0,Convenient and easy to see while on your desk charging,"I haven’t tried it for traveling, but wouldn’t see why not. It’s small enough. I recommend this product",2019-12-18 13:41:29,0,True,convenient easy see desk charging,havent tried traveling wouldnt see small enough recommend product,convenient easy see desk charging havent tried traveling wouldnt see small enough recommend product,positive,2019,Screen Protector
2.0,Tape a wet noodle to your phone,This did NOT hold at all. I got it for my mom her phone is very light. This has no suction! It stuck on for about a second and popped off on its own as it was sitting on the table. The only way this would work is if you super glued it on... Save yourself some money and get something that works so you don't drop your phone in the toilet.,2019-04-11 17:45:57,0,True,tape wet noodle phone,hold got mom phone light suction stuck second popped sitting table way would work super glued save money get something work dont drop phone toilet,tape wet noodle phone hold got mom phone light suction stuck second popped sitting table way would work super glued save money get something work dont drop phone toilet,positive,2019,Phone Holder
5.0,Really nice iphone,I’m a person who doesn’t like to spend a lot of money on a phone but this one I really liked an it came before due date an had a friend set it up for me an I’m very happy with my Xphone. Would deal with this company again 👍.,2023-02-03 20:06:05,0,True,really nice iphone,im person doesnt like spend lot money phone one really liked came due date friend set im happy xphone would deal company,really nice iphone im person doesnt like spend lot money phone one really liked came due date friend set im happy xphone would deal company,positive,2023,Phone Holder
5.0,"Love this case, very protective",I love having my driver's license and credit cards with me and my phone.  I just grab my phone and go instead of my whole purse.,2021-01-11 18:09:37,0,True,love case protective,love driver license credit card phone grab phone go instead whole purse,love case protective love driver license credit card phone grab phone go instead whole purse,positive,2021,Phone Case
2.0,Not very strong,"I think I had the screen protector on my phone for 2 days, and I dropped it from a very short height and it completely shattered the protector. It works, but most likely you're going to end up cracked screen protector after not too long. I would not recommend this screen protector",2022-10-11 19:09:30,0,True,strong,think screen protector phone 2 day dropped short height completely shattered protector work likely youre going end cracked screen protector long would recommend screen protector,strong think screen protector phone 2 day dropped short height completely shattered protector work likely youre going end cracked screen protector long would recommend screen protector,positive,2022,Screen Protector
5.0,Five Stars,Arrived on time and works well with Samsung S7 edge phones,2018-02-12 01:40:04,0,True,five star,arrived time work well samsung s7 edge phone,five star arrived time work well samsung s7 edge phone,neutral,2018,Phone Holder
5.0,Wife loved this case for her Galaxy J3 2017.,Wife loved this case for her Galaxy J3 2017.,2017-08-24 17:53:04,1,True,wife loved case galaxy j3 2017,wife loved case galaxy j3 2017,wife loved case galaxy j3 2017 wife loved case galaxy j3 2017,positive,2017,Screen Protector
5.0,GREAT PRODUCT,Took this product to the beach and ABSOLUTELY LOVED IT. ALL of my items stayed dry just like it said it would.<br />NO COMPLAINTS HERE 😊,2022-07-26 19:50:32,0,True,great product,took product beach absolutely loved item stayed dry like said wouldbr complaint,great product took product beach absolutely loved item stayed dry like said wouldbr complaint,positive,2022,Screen Protector
5.0,Still Sticking!,"Perfect!  I stuck this on my dashboard and it just grips.  I haven't had to readjust once.  It adjusts to your phone so it fit my old iphone, the new iphone 5s, and my fiancee's Samsung.  The only one we've struggled with is the note.  For my money, I'd buy again!",2013-12-20 20:54:55,0,True,still sticking,perfect stuck dashboard grip havent readjust adjusts phone fit old iphone new iphone 5 fiancee samsung one weve struggled note money id buy,still sticking perfect stuck dashboard grip havent readjust adjusts phone fit old iphone new iphone 5 fiancee samsung one weve struggled note money id buy,positive,2013,Phone Holder
5.0,Sturdy Cell Phone Case,"This cell phone case is sturdy, easy to hold, and pretty. It's available in various colors, comes with an application kit, and is available at a reduced price.",2022-09-27 20:52:51,0,True,sturdy cell phone case,cell phone case sturdy easy hold pretty available various color come application kit available reduced price,sturdy cell phone case cell phone case sturdy easy hold pretty available various color come application kit available reduced price,positive,2022,Phone Case
3.0,No go for me!,I was not impressed at all. To me it is a dud!,2020-10-25 00:10:15,0,True,go,impressed dud,go impressed dud,positive,2020,Electric Stove
5.0,Great deal!,"Good deal on these, they are more in the stores!",2017-08-19 18:35:54,0,True,great deal,good deal store,great deal good deal store,positive,2017,Screen Protector
5.0,Follow instruction.,Product it amazing. Only thing I didn’t like about this that my package was just thrown into my front yard. When I have specific instruction about packages delivered to my home. Not acceptable.,2019-09-22 23:09:18,0,True,follow instruction,product amazing thing didnt like package thrown front yard specific instruction package delivered home acceptable,follow instruction product amazing thing didnt like package thrown front yard specific instruction package delivered home acceptable,positive,2019,Phone Holder
3.0,Don't bother,Very cute but only lasted a few weeks. It is not well made and is very flimsy.,2017-11-10 23:49:02,0,False,dont bother,cute lasted week well made flimsy,dont bother cute lasted week well made flimsy,positive,2017,Electric Stove
3.0,Works,"Thought the earphones came with, my goof.",2017-10-10 20:15:44,0,False,work,thought earphone came goof,work thought earphone came goof,neutral,2017,Phone Holder
5.0,Pretty durable charging cords!,"These cords are great, not the cheaply made ones.  They are pretty sturdy and not what I expected for such a great price.",2018-05-12 15:31:08,0,True,pretty durable charging cord,cord great cheaply made one pretty sturdy expected great price,pretty durable charging cord cord great cheaply made one pretty sturdy expected great price,positive,2018,Phone Charger
5.0,Finally!!!,"Every place I've lived in the past decade or so has had terrible reception inside. I've been waiting for a product like this to make my cell phone work better at home. The device basically comes in two pieces. There's an antenna that needs to be installed either on the roof or a tall pole. The other part stays inside the house. The hardest part of the installation is finding the right spot for the outside antenna. Once you've mastered that, the rest is cake. I consistently only got a bar or two except for one spot in the house. This device made an immediate improvement. I don't get full bars, but it's enough to take calls and have people be able to actually hear me. If you should happen to need to contact customer service, they're excellent and very patient. If you don't have a landline at home, this is a good investment. I HIGHLY recommend this device.<br /><br />Thanks so much for taking the time to read this review.  I hope the information that I've provided helps make your decision a little easier.",2021-03-10 18:01:08,6,False,finally,every place ive lived past decade terrible reception inside ive waiting product like make cell phone work better home device basically come two piece there antenna need installed either roof tall pole part stay inside house hardest part installation finding right spot outside antenna youve mastered rest cake consistently got bar two except one spot house device made immediate improvement dont get full bar enough take call people able actually hear happen need contact customer service theyre excellent patient dont landline home good investment highly recommend devicebr br thanks much taking time read review hope information ive provided help make decision little easier,finally every place ive lived past decade terrible reception inside ive waiting product like make cell phone work better home device basically come two piece there antenna need installed either roof tall pole part stay inside house hardest part installation finding right spot outside antenna youve mastered rest cake consistently got bar two except one spot house device made immediate improvement dont get full bar enough take call people able actually hear happen need contact customer service theyre excellent patient dont landline home good investment highly recommend devicebr br thanks much taking time read review hope information ive provided help make decision little easier,positive,2021,Phone Holder
5.0,So soft and comfy,"This shirt was beautiful, stretchy and the length was great - highly recommend",2016-03-20 02:56:09,0,True,soft comfy,shirt beautiful stretchy length great highly recommend,soft comfy shirt beautiful stretchy length great highly recommend,positive,2016,Electric Stove
5.0,Worth buying,It's an Otterbox. Amazing. Enough said.,2016-08-28 20:01:39,0,True,worth buying,otterbox amazing enough said,worth buying otterbox amazing enough said,positive,2016,Screen Protector
5.0,Five Stars,This phone is awesome for the price.  Only wish it had NFC...,2017-11-12 18:38:14,0,True,five star,phone awesome price wish nfc,five star phone awesome price wish nfc,positive,2017,Phone Holder
5.0,Works fine,Emergency charging,2020-12-18 19:18:44,0,True,work fine,emergency charging,work fine emergency charging,positive,2020,Phone Charger
5.0,Follow the detailed instructions in these reviews and they work flawlessly,"Crystal clear, sharper than any others I have tried.  If bubbles do get under the protector during installation they may be rubbed out with a soft cloth.  Fingerprints are minimized and I really like the feel of the protector.  The first one I installed was held in place with scotch-style tape and did not work well.  The second one I used wide painters tape and it worked like a charm.<br /><br />So impressed with these that I ordered several packages to keep on hand so I can replace all the protectors in my family.",2013-08-20 17:09:35,0,True,follow detailed instruction review work flawlessly,crystal clear sharper others tried bubble get protector installation may rubbed soft cloth fingerprint minimized really like feel protector first one installed held place scotchstyle tape work well second one used wide painter tape worked like charmbr br impressed ordered several package keep hand replace protector family,follow detailed instruction review work flawlessly crystal clear sharper others tried bubble get protector installation may rubbed soft cloth fingerprint minimized really like feel protector first one installed held place scotchstyle tape work well second one used wide painter tape worked like charmbr br impressed ordered several package keep hand replace protector family,positive,2013,Phone Holder
1.0,Poor quality I think it’s imitation,It cracked in 4 days,2018-07-20 00:15:25,0,True,poor quality think imitation,cracked 4 day,poor quality think imitation cracked 4 day,negative,2018,Phone Holder
2.0,Two Stars,returned,2015-07-26 02:50:37,0,True,two star,returned,two star returned,neutral,2015,Screen Protector
4.0,"Solid, stable phone holder.","Perfect for phones, zoom calls, family chats.  It is very sturdy, not flimsy at all.  Two adjustments: height and tilt.  Collapses easily and  folds into flat and compact for travel.  Only issue is it quite stiff to adjust the height, but then it did not slip down when our large phone was placed on it.  It has a noticeable weight and hence will not wobble if the table was slightly jolted.",2020-09-30 18:52:10,0,False,solid stable phone holder,perfect phone zoom call family chat sturdy flimsy two adjustment height tilt collapse easily fold flat compact travel issue quite stiff adjust height slip large phone placed noticeable weight hence wobble table slightly jolted,solid stable phone holder perfect phone zoom call family chat sturdy flimsy two adjustment height tilt collapse easily fold flat compact travel issue quite stiff adjust height slip large phone placed noticeable weight hence wobble table slightly jolted,positive,2020,Phone Holder
1.0,Disappointing,"This product did not work with my phone. Gave it to a friend with the same version, but newer phone. (Mine was purchased two years ago, theirs was purchased this year) iPhone 8",2019-10-11 11:04:41,0,True,disappointing,product work phone gave friend version newer phone mine purchased two year ago purchased year iphone 8,disappointing product work phone gave friend version newer phone mine purchased two year ago purchased year iphone 8,negative,2019,Phone Holder
5.0,"Good looking, very functional.",Bought this for my husbands phone. He has a habit of dropping his phone. This case is great. Looks great as well.,2020-12-04 22:16:26,2,True,good looking functional,bought husband phone habit dropping phone case great look great well,good looking functional bought husband phone habit dropping phone case great look great well,positive,2020,Phone Case
1.0,Not Impressed,I love and have many Anker products. This is the first one I have had any issues with. I ordered the first one and it worked great for about a week and then stopped working. Sent it back and got a replacement. The second one never worked.,2020-11-22 10:10:48,0,True,impressed,love many anker product first one issue ordered first one worked great week stopped working sent back got replacement second one never worked,impressed love many anker product first one issue ordered first one worked great week stopped working sent back got replacement second one never worked,positive,2020,Screen Protector
4.0,Yes,It’s great so easy to use just place it on and go to sleep,2022-10-10 10:45:19,0,True,yes,great easy use place go sleep,yes great easy use place go sleep,positive,2022,Electric Stove
5.0,Protects phone very well,Bought this for my husband since he got a new phone. It had been on his phone since day one and it is still holding up very nice. He's had it a few months now and it looks just like it did the day he got it. Very good product. He loves it!,2014-11-29 02:26:16,1,True,protects phone well,bought husband since got new phone phone since day one still holding nice he month look like day got good product love,protects phone well bought husband since got new phone phone since day one still holding nice he month look like day got good product love,positive,2014,Phone Holder
5.0,Divino!!!,"Divino, paractico y lucidor",2021-04-24 16:54:01,0,True,divino,divino paractico lucidor,divino divino paractico lucidor,neutral,2021,Screen Protector
5.0,Battery worked great!,I replaced the battery in my son’s Astro A50 gen 2 headset. The battery has worked great.  The old battery was only working for 2 hours on a single charge.  The new battery has it back to about 15 hours on a single charge.,2022-12-16 19:52:55,0,True,battery worked great,replaced battery son astro a50 gen 2 headset battery worked great old battery working 2 hour single charge new battery back 15 hour single charge,battery worked great replaced battery son astro a50 gen 2 headset battery worked great old battery working 2 hour single charge new battery back 15 hour single charge,positive,2022,Screen Protector
1.0,Stopped working,This stopped working after only 5 days of use. Would no longer hold a charge so I couldn’t even charge my phone with it.,2020-03-03 05:03:58,0,False,stopped working,stopped working 5 day use would longer hold charge couldnt even charge phone,stopped working stopped working 5 day use would longer hold charge couldnt even charge phone,neutral,2020,Phone Charger
5.0,Great little charging station,"This USB charging station is the perfect space saver for us. We're able to plug in multiple devices, our phones and tablets and it charges them up nicely. We've mostly used it at home, but I think it would be great for travel too when outlets are at a premium.",2022-09-24 23:17:45,0,False,great little charging station,usb charging station perfect space saver u able plug multiple device phone tablet charge nicely weve mostly used home think would great travel outlet premium,great little charging station usb charging station perfect space saver u able plug multiple device phone tablet charge nicely weve mostly used home think would great travel outlet premium,positive,2022,Phone Charger
3.0,Worth what I paid.,Does the trick. Thought it had a screen protection but i was wrong. It's worth what I paid.,2018-08-18 02:06:44,0,True,worth paid,trick thought screen protection wrong worth paid,worth paid trick thought screen protection wrong worth paid,positive,2018,Screen Protector
5.0,Super slim portable charger,Really love this thing. I’m used to carrying a fairly heavy “portable” charger with me most days but wanted something that actually wouldn’t feel like a brick in my pocket. In comes this product. Super slim and holds enough charge that I can feel safe my phone won’t die out when I may need it most. Definitely recommend everyone grab one of these to keep in a bag,2022-12-07 06:28:57,0,False,super slim portable charger,really love thing im used carrying fairly heavy portable charger day wanted something actually wouldnt feel like brick pocket come product super slim hold enough charge feel safe phone wont die may need definitely recommend everyone grab one keep bag,super slim portable charger really love thing im used carrying fairly heavy portable charger day wanted something actually wouldnt feel like brick pocket come product super slim hold enough charge feel safe phone wont die may need definitely recommend everyone grab one keep bag,positive,2022,Phone Charger
4.0,They helped save my power cords,Pretty expensive but saved me from replacing all my vords when I changed to newer phone,2021-09-18 02:13:50,0,True,helped save power cord,pretty expensive saved replacing vords changed newer phone,helped save power cord pretty expensive saved replacing vords changed newer phone,negative,2021,Phone Charger
4.0,Four Stars,They are fit well and are exactly what they are supposed to be.,2018-03-04 02:35:38,0,True,four star,fit well exactly supposed,four star fit well exactly supposed,positive,2018,Screen Protector
5.0,Nice,Nice color for  a phone case,2019-12-15 02:44:22,0,True,nice,nice color phone case,nice nice color phone case,positive,2019,Phone Case
1.0,GARBAGE,"JUNK, enough said",2016-08-28 21:11:03,0,True,garbage,junk enough said,garbage junk enough said,neutral,2016,Phone Holder
5.0,110% worth it!! Love it. To cute!,Great phone case super cute. Didnt think I would use the strap with it but I do a lot.,2020-12-18 00:01:13,1,True,110 worth love cute,great phone case super cute didnt think would use strap lot,110 worth love cute great phone case super cute didnt think would use strap lot,positive,2020,Phone Case
4.0,"Best for screen protection in your pocket or bag, not for dropping on hard surfaces","An OK-sleeve. It covers our phones (Samsung Galaxy S4) from head to toe. It provides only less-than-average protection from drops. Most important: the phone will not fit into the sleeve with any other layer of protection on it -- such as the clear plastic cases we were using. You would not be able to extract a ringing phone from the sleeve quickly and easily. If you do not have &#34;drop-sy&#34; and are sure your phone is not going to leap from your hand, this sleeve provides great screen protection for your bag, shirt or vest pocket, etc.",2015-01-09 22:36:52,0,True,best screen protection pocket bag dropping hard surface,oksleeve cover phone samsung galaxy s4 head toe provides lessthanaverage protection drop important phone fit sleeve layer protection clear plastic case using would able extract ringing phone sleeve quickly easily 34dropsy34 sure phone going leap hand sleeve provides great screen protection bag shirt vest pocket etc,best screen protection pocket bag dropping hard surface oksleeve cover phone samsung galaxy s4 head toe provides lessthanaverage protection drop important phone fit sleeve layer protection clear plastic case using would able extract ringing phone sleeve quickly easily 34dropsy34 sure phone going leap hand sleeve provides great screen protection bag shirt vest pocket etc,positive,2015,Screen Protector
5.0,No better protective case.,No better protective case. Every family member is required to use an OtterBox defender. I'm never replacing a screen again.,2018-04-21 17:08:58,0,True,better protective case,better protective case every family member required use otterbox defender im never replacing screen,better protective case better protective case every family member required use otterbox defender im never replacing screen,positive,2018,Screen Protector
5.0,Inexpensive and very pratical - love it,LOVE it.<br />Much better than the Apple magnetic tip which I was always scared of losing - plus the capacitive tip is great for when you don't need all the features of the Apple stylus.,2017-09-16 02:17:16,0,True,inexpensive pratical love,love itbr much better apple magnetic tip always scared losing plus capacitive tip great dont need feature apple stylus,inexpensive pratical love love itbr much better apple magnetic tip always scared losing plus capacitive tip great dont need feature apple stylus,positive,2017,Screen Protector
3.0,Hit or Miss,"I originally reviewed this product with 5 start but am re-reviewing lower. The first set I got was perfect.  I ordered another set and they came broken and without the notch at the top cut out. I guess with the price, it’s a gamble.",2018-10-12 18:38:51,0,True,hit miss,originally reviewed product 5 start rereviewing lower first set got perfect ordered another set came broken without notch top cut guess price gamble,hit miss originally reviewed product 5 start rereviewing lower first set got perfect ordered another set came broken without notch top cut guess price gamble,positive,2018,Electric Stove
3.0,Decent Case,"Decent Case, just don't drop it.  I love that I can keep my license and credit card with me at all times but if you accidentally drop it the slot opens up and the cards go flying out.  (I tend to drop my phone a lot.) Still not a scratch on the case though.",2020-12-17 12:44:45,0,True,decent case,decent case dont drop love keep license credit card time accidentally drop slot open card go flying tend drop phone lot still scratch case though,decent case decent case dont drop love keep license credit card time accidentally drop slot open card go flying tend drop phone lot still scratch case though,positive,2020,Phone Case
4.0,works great to tear up the pulled,works great  to tear up the pulled pork,2016-11-06 18:04:27,0,False,work great tear pulled,work great tear pulled pork,work great tear pulled work great tear pulled pork,positive,2016,Electric Stove
5.0,Excellent.,Excellent.,2019-08-26 01:04:55,0,True,excellent,excellent,excellent excellent,positive,2019,Electric Stove
5.0,Solid and fits perfectly,Brought for my new Iphone 12 pro max. The quality of the tempered glass is good and fits perfectly.,2020-12-23 04:49:47,0,False,solid fit perfectly,brought new iphone 12 pro max quality tempered glass good fit perfectly,solid fit perfectly brought new iphone 12 pro max quality tempered glass good fit perfectly,positive,2020,Phone Case
5.0,Staying Power,This has been the best and easiest to use charging box. The part that connects your phone is made of metal unlike the plastic rubbery like connectors from the competitors. The power is there when I need it .,2021-02-20 22:03:15,1,True,staying power,best easiest use charging box part connects phone made metal unlike plastic rubbery like connector competitor power need,staying power best easiest use charging box part connects phone made metal unlike plastic rubbery like connector competitor power need,positive,2021,Phone Charger
1.0,And it looked so good,"It looked so solid and ""real"".  My expectation for my 2700+ mile each way journey was to always have power.  Sun filled days and the solar box sat soaking in the sun, unobstructed by a cloud in the sky.  First night WOW, blew my socks off.  After that, can't hold a charge and after two minutes, the item (cell, or tablet or computer, note not ""and""), indicate no charge available 🤔.  Extremely disappointing.  The flashlight works, but I didn't buy it for a flashlight.  Waste of money, if you need a paper weight, find a rock.",2021-07-21 22:57:24,1,True,looked good,looked solid real expectation 2700 mile way journey always power sun filled day solar box sat soaking sun unobstructed cloud sky first night wow blew sock cant hold charge two minute item cell tablet computer note indicate charge available extremely disappointing flashlight work didnt buy flashlight waste money need paper weight find rock,looked good looked solid real expectation 2700 mile way journey always power sun filled day solar box sat soaking sun unobstructed cloud sky first night wow blew sock cant hold charge two minute item cell tablet computer note indicate charge available extremely disappointing flashlight work didnt buy flashlight waste money need paper weight find rock,positive,2021,Phone Charger
5.0,Great Service/Great Product,This came very quickly and I was happy with the item. I was using the Energizer battery before and it was not a good product. This item works great. I wish it had a carrying case so I could keep it with the Ipod but thats minor. All in all I was very happy with it.,2009-01-18 15:49:15,0,True,great servicegreat product,came quickly happy item using energizer battery good product item work great wish carrying case could keep ipod thats minor happy,great servicegreat product came quickly happy item using energizer battery good product item work great wish carrying case could keep ipod thats minor happy,positive,2009,Phone Case
5.0,A great fit for a great phone,"Let's face it- the V20 is not a small phone. For my wife, once you are carrying around something this big, it might as well also be a wallet/clutch. This case is great in that it holds a credit card and license and her phone conveniently so all her bases are covered.  The stylus pen is a nice add on, but not really so practical- we don't carry it around or use it. On a screen this big, you don't really need a stylus to pinpoint fine details on the display with your touch. It is nice that they throw it in, but the case is obviously what you buy this for.<br />Something to note: LG phones DO support magnetic auto-sleep and wake functions. But, very few cases are made to work with that. More specifically, some cases have a magnet in the fold on front that the phone can detect and automatically put it to sleep when closed. It will then auto wake when you open the flap (you can actually try this waving a fridge magnet over your screen if you want to see). This case does NOT do that, as none of the inexpensive cases seem to.<br />However, with the V20, you have the ""second screen"" which WILL sleep upon the proximity sensor detecting the flap is closed, and wake up when it sees the light again. So that's a nice touch, but all cases will do that. Meanwhile, you still need to manually wake the phone in this case by either double-tapping or pressing the power button / FP reader. This is something I was trying to find out about before hand but no one was mentioning, so hopefully this information helps the next person!",2019-08-12 20:07:56,0,True,great fit great phone,let face v20 small phone wife carrying around something big might well also walletclutch case great hold credit card license phone conveniently base covered stylus pen nice add really practical dont carry around use screen big dont really need stylus pinpoint fine detail display touch nice throw case obviously buy forbr something note lg phone support magnetic autosleep wake function case made work specifically case magnet fold front phone detect automatically put sleep closed auto wake open flap actually try waving fridge magnet screen want see case none inexpensive case seem tobr however v20 second screen sleep upon proximity sensor detecting flap closed wake see light thats nice touch case meanwhile still need manually wake phone case either doubletapping pressing power button fp reader something trying find hand one mentioning hopefully information help next person,great fit great phone let face v20 small phone wife carrying around something big might well also walletclutch case great hold credit card license phone conveniently base covered stylus pen nice add really practical dont carry around use screen big dont really need stylus pinpoint fine detail display touch nice throw case obviously buy forbr something note lg phone support magnetic autosleep wake function case made work specifically case magnet fold front phone detect automatically put sleep closed auto wake open flap actually try waving fridge magnet screen want see case none inexpensive case seem tobr however v20 second screen sleep upon proximity sensor detecting flap closed wake see light thats nice touch case meanwhile still need manually wake phone case either doubletapping pressing power button fp reader something trying find hand one mentioning hopefully information help next person,positive,2019,Phone Case
5.0,Easy to Install,Good Screen Protector. Easy to install using the video provided in amazon page as well as the link provided in the instructions. Sticked well. No bubbles.<br />Pros: Easy to Install<br />  Fits perfectly<br />  Looks and feel good<br />Cons: I see finger prints on the screen protector,2018-12-07 19:27:54,0,True,easy install,good screen protector easy install using video provided amazon page well link provided instruction sticked well bubblesbr pro easy installbr fit perfectlybr look feel goodbr con see finger print screen protector,easy install good screen protector easy install using video provided amazon page well link provided instruction sticked well bubblesbr pro easy installbr fit perfectlybr look feel goodbr con see finger print screen protector,positive,2018,Screen Protector
4.0,A perfect fit!!,The Vooii phone case fits the iPhone 14 Pro perfectly. It is a black silicone case that is easy to hold. It feels great in the hand. The cut outs for the camera and charger are in the correct place. For just a few dollars you can protect your electronic and don't have to worry if you drop your device.  I’d recommend it.,2022-09-27 01:55:44,1,False,perfect fit,vooii phone case fit iphone 14 pro perfectly black silicone case easy hold feel great hand cut out camera charger correct place dollar protect electronic dont worry drop device id recommend,perfect fit vooii phone case fit iphone 14 pro perfectly black silicone case easy hold feel great hand cut out camera charger correct place dollar protect electronic dont worry drop device id recommend,positive,2022,Phone Case
